Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1296876,22-Jul-15,26-Jul-15,26450648,2645064800,26450648,100,1641,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296876,SRX551283,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618992,SAMN02739948,simple,51329,Polytomella parva,MMETSP0052_2,,,,,,,no,,,,,NCGR,SRA166822,,public,C01FF22815F37948BD84B092BCF52DAB,63AADDF6307D99C739C922416BD9C69E
SRR1296877,22-Jul-15,26-Jul-15,26146623,2614662300,26146623,100,1589,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296877,SRX551284,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618993,SAMN02740250,simple,49265,Thalassiosira rotula,MMETSP0404_2,,,,,,,no,,,,,NCGR,SRA166822,,public,105E7931621C3732149299EEB904ADF7,80E9E6A90FC5CEC88204B09F940484F0
SRR1296878,22-Jul-15,26-Jul-15,26200380,2620038000,26200380,100,1567,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296878,SRX551285,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618995,SAMN02739998,simple,67004,Thalassiosira weissflogii,MMETSP0898_2,,,,,,,no,,,,,NCGR,SRA166822,,public,CF10C623986EA82AA3827D9026F9FAEB,3DAF5C2A93D682CE6E1C73A9B02776EA
SRR1296879,22-Jul-15,26-Jul-15,24597769,2459776900,24597769,100,1505,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296879,SRX551286,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618994,SAMN02739999,simple,67004,Thalassiosira weissflogii,MMETSP0899_2,,,,,,,no,,,,,NCGR,SRA166822,,public,22B29486566C204D260034BDF51CF9C5,A58C8EC2E920100F40E77B4B4C76A05B
SRR1296880,22-Jul-15,26-Jul-15,23629897,2362989700,23629897,100,1408,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296880,SRX551287,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618996,SAMN02740000,simple,67004,Thalassiosira weissflogii,MMETSP0900_2,,,,,,,no,,,,,NCGR,SRA166822,,public,39742692AC2D700A1A19033370FE5545,62C4A20A939F240C1A9BD4D691ED1609
SRR1296881,22-Jul-15,26-Jul-15,21338182,2133818200,21338182,100,1330,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296881,SRX551288,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618997,SAMN02740001,simple,67004,Thalassiosira weissflogii,MMETSP0901_2,,,,,,,no,,,,,NCGR,SRA166822,,public,22CFD643FB66385248856FBA3D317329,F8F1FCD32666916B470BE1EDABCAB9A9
SRR1296882,22-Jul-15,26-Jul-15,24581328,2458132800,24581328,100,1663,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296882,SRX551289,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618998,SAMN02740427,simple,2839,Odontella sinensis,MMETSP0160_2,,,,,,,no,,,,,NCGR,SRA166822,,public,013AA06CC2BBD621A09B1D69C7929353,EA497F33AD909537265ADD3518672D16
SRR1296883,22-Jul-15,26-Jul-15,26617535,2661753500,26617535,100,1812,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296883,SRX551290,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618999,SAMN02739967,simple,221442,Coccolithus braarudii,MMETSP0164_2,,,,,,,no,,,,,NCGR,SRA166822,,public,FE6DC335A069699D95775B1745B3530B,81DB7F9087CF285066F739D6C2D1310E
SRR1296884,22-Jul-15,26-Jul-15,24531384,2453138400,24531384,100,1511,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296884,SRX551291,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS619000,SAMN02740321,simple,1077153,Paramoeba atlantica,MMETSP0151_2,,,,,,,no,,,,,NCGR,SRA166822,,public,F4FABFC7365B12DF926D1C51E7236488,5BF223FDE3175A212782296EFAAACC34
SRR1296885,22-Jul-15,26-Jul-15,23481782,2348178200,23481782,100,1388,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296885,SRX551292,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS619001,SAMN02740345,simple,180227,Paramoeba aestuarina,MMETSP0161_2,,,,,,,no,,,,,NCGR,SRA166822,,public,A9DC1C37C7D7AC8BF2ED82D04B02CE68,7A1D3705D0C30F1DE854A8F0420B4AB6
