Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1296976,22-Jul-15,26-Jul-15,14982052,1498205200,14982052,100,814,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296976,SRX551383,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS619093,SAMN02740066,simple,104535,Uronema,MMETSP0018_2,,,,,,,no,,,,,NCGR,SRA166822,,public,831597372AFE7F55208B0FA57A8229B5,FB8C0DC952B1B9E725ADE748D1A8B3C4
SRR1296977,22-Jul-15,26-Jul-15,16360343,1636034300,16360343,100,927,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296977,SRX551384,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS619092,SAMN02739980,simple,33640,Asterionellopsis glacialis,MMETSP0707,,,,,,,no,,,,,NCGR,SRA166822,,public,FCB263C066DEDE0F3C17916423BB28ED,E9737A12CC4FBFF13780D96FA15482B6
SRR1296978,22-Jul-15,26-Jul-15,22679666,2267966600,22679666,100,1466,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296978,SRX551385,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS619094,SAMN02740042,simple,66468,Heterocapsa triquetra,MMETSP0448,,,,,,,no,,,,,NCGR,SRA166822,,public,85906B72EA3B3DC0D6F83DC2A7CE7A46,37DBA49E8E970C7B03B889C3F5824A53
SRR1296979,22-Jul-15,26-Jul-15,24445873,2444587300,24445873,100,1496,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296979,SRX551386,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS619095,SAMN02740450,simple,33630,Alveolata,MMETSP0288,,,,,,,no,,,,,NCGR,SRA166822,,public,E417987EDC7BA1DDC3322DBE7EC2FA96,997324989A2A41CBBE4B3213C6BD2F11
SRR1296980,22-Jul-15,26-Jul-15,21596941,2159694100,21596941,100,1297,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296980,SRX551387,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS619096,SAMN02740451,simple,505693,Chromera velia,MMETSP0290,,,,,,,no,,,,,NCGR,SRA166822,,public,C682C3311A1D215326266C7DE81AF099,168E5460761175EE214739418B6B516A
SRR1296981,22-Jul-15,26-Jul-15,23516287,2351628700,23516287,100,1392,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296981,SRX551388,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS619097,SAMN02740456,simple,38269,Gloeochaete wittrockiana,MMETSP0308,,,,,,,no,,,,,NCGR,SRA166822,,public,65B9695FA9340600FF5966A428B2549E,2D26EA7D20ECF53F0239C0C04757CEB1
SRR1296982,22-Jul-15,26-Jul-15,16946559,1694655900,16946559,100,1015,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296982,SRX551389,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS619098,SAMN02740457,simple,31354,Compsopogon caeruleus,MMETSP0312,,,,,,,no,,,,,NCGR,SRA166822,,public,A29390EE4E992F0AB9C86322A1DB68A4,6A2F1961AE925C3BC9698C7346E57EB2
SRR1296983,22-Jul-15,26-Jul-15,20182060,2018206000,20182060,100,1209,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296983,SRX551390,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS619099,SAMN02740458,simple,2792,Porphyridium aerugineum,MMETSP0313,,,,,,,no,,,,,NCGR,SRA166822,,public,C6BF10AA6D69440E03392B631017C642,F11FD1A89A98B2E8F33A1FE01F423067
SRR1296984,22-Jul-15,26-Jul-15,19649048,1964904800,19649048,100,1222,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296984,SRX551391,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS619100,SAMN02740459,simple,38298,Rhodella maculata,MMETSP0314,,,,,,,no,,,,,NCGR,SRA166822,,public,52154EDBD6006B297844DA24A51878CF,C124477E86B33EBA9996E9941D9A5C26
SRR1296985,22-Jul-15,26-Jul-15,17791645,1779164500,17791645,100,1068,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296985,SRX551392,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS619101,SAMN02740460,simple,101924,Rhodosorus marinus,MMETSP0315,,,,,,,no,,,,,NCGR,SRA166822,,public,8A716BADBC6640CB8E24C023A2A95D0D,B9986331D5F9DC229A9A4D3F34FDAAB7
