assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0904.trinity_out_2.2.0.Trinity.fasta,41604,201,6762,31497760,757.0849,0,10894,0,18078,78.85454,321,719,1130,1595,2409,0.47226,0.0147,0.0070599999999999994,1.84182,0,0.0,0.14855,27354047,24532306,0.89684,21619995,0.79038,2912311,23462,957821,0.030410000000000003,13462,0.32356999999999997,1341,0.03223,22988,0.5525399999999999,5670,0.13627999999999998,0.29484,0.35279,0.03712
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0948.trinity_out_2.2.0.Trinity.fasta,39613,201,14767,30113651,760.19617,0,10183,2,17679,81.34676999999999,312,712,1174,1675,2722,0.4249,0.013219999999999999,0.00939,1.56408,0,0.0,0.14434,25308143,23472996,0.9274899999999999,21349958,0.8436,2123038,22580,830700,0.027589999999999996,10941,0.2762,1225,0.03092,25736,0.64969,1712,0.04322,0.35094000000000003,0.4633,0.39264
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1330.trinity_out_2.2.0.Trinity.fasta,16181,201,22626,14856109,918.1205699999999,0,4691,7,8305,77.0392,358,883,1521,2437,4335,0.57181,0.01616,0.012029999999999999,2.01828,0,0.0,0.16354000000000002,21842016,20142527,0.92219,17374207,0.79545,2768320,9215,533361,0.0359,5701,0.35233000000000003,562,0.034730000000000004,9428,0.5826600000000001,1246,0.077,0.33899999999999997,0.39487,0.04224
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0894.trinity_out_2.2.0.Trinity.fasta,30847,201,7655,17628455,571.48037,0,4008,0,10008,78.59101,278,469,713,1068,1779,0.52694,0.01237,0.00577,1.9300099999999998,0,0.0,0.11482,27426176,24918253,0.90856,21701004,0.79125,3217249,14783,501160,0.02843,7868,0.25506999999999996,1017,0.03297,18451,0.59815,2214,0.07177,0.29996999999999996,0.37283,0.0419
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0850.trinity_out_2.2.0.Trinity.fasta,27718,201,8176,25071052,904.5043699999999,0,8999,0,12932,72.50464000000001,352,949,1514,2164,3295,0.49383999999999995,0.007379999999999999,0.0038200000000000005,2.05825,0,0.0,0.16654000000000002,17670972,16344898,0.92496,14822255,0.8387899999999999,1522643,19727,1111251,0.04432,9238,0.33329000000000003,1426,0.05145,16553,0.59719,2872,0.10361,0.2603,0.38305,0.32806
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0900.trinity_out_2.2.0.Trinity.fasta.renamed.fasta,33908,201,9643,34110441,1005.9703,0,12414,0,18875,77.53114000000001,441,997,1526,2219,3692,0.46305,0.007940000000000001,0.00509,1.93205,0,0.0,0.18504,23606216,22343993,0.94653,20278783,0.8590399999999999,2065210,24411,1336041,0.039169999999999996,13139,0.38749,1459,0.04303,15738,0.46413999999999994,2844,0.08387,0.38419000000000003,0.47289,0.25655
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0814.trinity_out_2.2.0.Trinity.fasta,32869,201,9150,21492089,653.87109,0,6150,0,12563,81.03367,283,556,929,1412,2325,0.58668,0.01176,0.00469,2.2302400000000002,0,0.0,0.12814,11813946,10850474,0.91845,9788943,0.8285899999999999,1061531,16709,511445,0.0238,8328,0.25337,820,0.02495,24367,0.74134,1037,0.03155,0.37405,0.51739,0.4787
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0909.trinity_out_2.2.0.Trinity.fasta.renamed.fasta,52264,201,7124,34423122,658.63925,0,10036,0,15782,69.19539,279,550,976,1510,2527,0.3998,0.01295,0.013980000000000001,1.8429900000000001,0,0.0,0.12557000000000001,26489465,23201663,0.8758799999999999,19512385,0.73661,3689278,36705,1307284,0.03798,19808,0.379,1921,0.03676,26552,0.5080399999999999,7191,0.13759000000000002,0.19874,0.30338000000000004,0.30419
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1389.trinity_out_2.2.0.Trinity.fasta,54048,201,12789,26274396,486.13077000000004,0,4179,2,16731,87.83364,248,381,573,858,1454,0.58891,0.0138,0.01083,2.0524,0,0.0,0.10002,19941435,16268156,0.8158,11315355,0.56743,4952801,29006,1049220,0.03993,21984,0.40675,2386,0.04415,36597,0.6771199999999999,2921,0.05404,0.14839000000000002,0.24550999999999998,0.34533
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0121.trinity_out_2.2.0.Trinity.fasta,53496,201,3491,22425512,419.19979,0,2364,0,14255,94.41853,232,323,464,682,1118,0.64432,0.012440000000000001,0.00607,2.2109900000000002,0,0.0,0.08607999999999999,23749740,14202185,0.5979899999999999,9133374,0.38456999999999997,5068811,32428,119247,0.00532,6770,0.12655,304,0.005679999999999999,2748,0.051370000000000006,1961,0.036660000000000005,0.12516,0.18656,0.38605
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1169.trinity_out_2.2.0.Trinity.fasta,40009,201,15638,29717862,742.7794200000001,0,9819,2,17405,77.94447,316,677,1109,1600,2511,0.58486,0.014169999999999999,0.01142,2.0329099999999998,0,0.0,0.14254,22447391,20776272,0.92555,18406053,0.81996,2370219,20097,1351335,0.04547,13411,0.3352,1982,0.04954,27365,0.68397,1522,0.03804,0.36175,0.49581000000000003,0.41233000000000003
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1161.trinity_out_2.2.0.Trinity.fasta,13829,201,13953,12171140,880.11715,0,4008,3,6987,74.56631,365,830,1388,2113,3399,0.4676,0.01911,0.0055899999999999995,1.7274,0,0.0,0.16514,20974718,19886893,0.94814,18267437,0.87093,1619456,8900,265923,0.02185,4333,0.31333,424,0.030660000000000003,7119,0.51479,1327,0.09596,0.37016,0.43051000000000006,0.03507
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0747.trinity_out_2.2.0.Trinity.fasta,28743,201,6861,22121887,769.64433,0,7251,0,13901,80.44351,334,712,1109,1630,2623,0.46683,0.00757,0.00466,1.82207,0,0.0,0.15127000000000002,28843363,27604195,0.95704,25417501,0.88123,2186694,16044,622637,0.02815,8713,0.30313,970,0.03375,15605,0.54291,5295,0.18422,0.33179000000000003,0.38089,0.03926
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1089.trinity_out_2.2.0.Trinity.fasta.renamed.fasta,56304,201,13107,43105918,765.59246,0,13717,2,22160,76.85425,313,687,1201,1814,3026,0.49801000000000006,0.025810000000000003,0.00328,1.7424,0,0.0,0.14552,34000344,31979396,0.9405600000000001,29281225,0.8612,2698171,34658,1448380,0.0336,16581,0.29449000000000003,2039,0.03621,33378,0.59282,2525,0.04485,0.3665,0.47102,0.39571
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1034.trinity_out_2.2.0.Trinity.fasta,121881,201,6419,78234630,641.8935700000001,0,23531,0,58183,94.42586,283,560,911,1317,1984,0.67338,0.006509999999999999,0.00315,2.10114,0,0.0,0.11784000000000001,34259959,30589517,0.89286,26402322,0.77065,4187195,57186,1605812,0.02053,28039,0.23005,2537,0.020819999999999998,73813,0.6056199999999999,5398,0.044289999999999996,0.37567,0.48562,0.46165
