assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score,optimal_score,cutoff,SampleName
/mnt/home/ljcohen/oysterriver_assemblies/MacManes/orthomerged/DRR053698.orthomerged.fasta,98241,201,11412,84459024,859.7125800000001,0,28262,12,30061,58.7008,319,865,1513,2198,3467,0.40429,-0.047389999999999995,0.00795,1.5052,12870,0.00015,0.15639,125323724,121553492,0.9699200000000001,116776206,0.9318,4777286,33728,6912596,0.08185,47648,0.48501000000000005,15677,0.15958,60922,0.6201300000000001,10186,0.10368,0.36526,0.54361,0.24958000000000002,DRR053698
/mnt/home/ljcohen/oysterriver_assemblies/MacManes/orthomerged/DRR082659.orthomerged.fasta,384992,201,11578,171129172,444.50059000000005,0,25461,1,39655,59.232209999999995,233,320,500,820,1674,0.43593999999999994,0.0565,0.00406,1.7964099999999998,26575,0.00016,0.09151000000000001,69311914,65210021,0.9408200000000001,60717346,0.8759999999999999,4492675,110253,12867471,0.07518999999999999,169628,0.4406,49458,0.12847,263996,0.68572,53858,0.13989000000000001,0.2954,0.45225,0.26626,DRR082659
/mnt/home/ljcohen/oysterriver_assemblies/MacManes/orthomerged/ERR489297.orthomerged.fasta,133218,201,33130,111109780,834.0448,0,29460,137,29911,55.46774,286,768,1669,2984,5548,0.48426,-0.014509999999999999,-0.041569999999999996,2.26329,18763,0.00016999999999999999,0.14423,203956592,193576006,0.9491,183581285,0.9001,9994721,39391,9587301,0.08628999999999999,69701,0.5232100000000001,25593,0.19211,91650,0.68797,15954,0.11975999999999999,0.30244,0.49541,0.27897,ERR489297
/mnt/home/ljcohen/oysterriver_assemblies/MacManes/orthomerged/DRR031870.orthomerged.fasta,80765,201,7637,55492870,687.0905700000001,0,17161,0,23286,66.63618000000001,267,609,1129,1741,2747,0.42393000000000003,0.05049,0.01111,1.52681,446,1e-05,0.13248,57101097,54318281,0.9512700000000001,50189382,0.8789600000000001,4128899,15372,5273290,0.09502999999999999,35422,0.43858,10538,0.13047999999999998,54006,0.66868,12771,0.15813,0.33100999999999997,0.45616,0.06306,DRR031870
/mnt/home/ljcohen/oysterriver_assemblies/MacManes/orthomerged/DRR046632.orthomerged.fasta,167037,201,9153,81878662,490.18279,0,16312,0,22502,60.94481,236,341,590,1148,2313,0.47008999999999995,0.01321,0.02214,1.32584,3920,5e-05,0.09691,79530985,73305212,0.9217200000000001,66344948,0.8342,6960264,44223,5937651,0.07252,68437,0.40971,20605,0.12336,120714,0.72268,19665,0.11773,0.29762,0.48908,0.43442,DRR046632
/mnt/home/ljcohen/oysterriver_assemblies/MacManes/orthomerged/DRR069093.orthomerged.fasta,92862,201,15849,80057163,862.1089699999999,0,27580,14,31610,63.25495,312,903,1512,2177,3455,0.41007,-0.047830000000000004,0.0019199999999999998,1.50389,9633,0.00011999999999999999,0.15655,102144878,96704563,0.9467399999999999,74553996,0.72988,22150567,36554,6075660,0.07589,48733,0.52479,16385,0.17644,57774,0.62215,10987,0.11832000000000001,0.20294,0.35001,0.12015,DRR069093
/mnt/home/ljcohen/oysterriver_assemblies/MacManes/orthomerged/ERR058009.orthomerged.fasta,23285,201,7452,15279331,656.18772,0,4427,0,8809,77.43386,282,565,935,1410,2369,0.27428,-0.0666,-0.05636,1.1310200000000001,720,5e-05,0.10715999999999999,67846661,64387340,0.94901,60135138,0.88634,4252202,5662,1053355,0.06894,8929,0.38347,2471,0.10612,10592,0.45488999999999996,4103,0.17620999999999998,0.35955,0.49491999999999997,0.10074,ERR058009
/mnt/home/ljcohen/oysterriver_assemblies/MacManes/orthomerged/ERR1016675.orthomerged.fasta,122858,201,18093,77423804,630.18936,0,19108,28,29758,69.88025999999999,253,482,984,1819,3663,0.4687,0.02163,0.04118,2.17712,2702,2.9999999999999997e-05,0.11657000000000001,50536243,47860986,0.94706,44933609,0.8891399999999999,2927377,19000,7135699,0.09216,56635,0.46098,23666,0.19263,96476,0.7852600000000001,9028,0.07347999999999999,0.41138,0.55367,0.1906,ERR1016675
/mnt/home/ljcohen/oysterriver_assemblies/MacManes/orthomerged/SRR2086412.orthomerged.fasta,220911,201,16245,148762207,673.40335,0,34330,97,28314,46.30276,251,493,1297,2618,4941,0.47533000000000003,0.01735,0.01209,1.29526,1390,1e-05,0.12102,52457319,50236882,0.95767,47477247,0.9050600000000001,2759635,13246,25239414,0.16965999999999998,97683,0.44218,69126,0.31290999999999997,203774,0.92243,6123,0.027719999999999998,0.28712,0.60778,0.022930000000000002,SRR2086412
/mnt/home/ljcohen/oysterriver_assemblies/MacManes/orthomerged/SRR3499127.orthomerged.fasta,397214,201,13382,255243295,642.58383,0,69139,22,74613,53.33971,261,516,1003,1703,3049,0.39755999999999997,-0.02306,0.00417,1.5469,6696,2.9999999999999997e-05,0.12202,30015565,28556438,0.95139,27200306,0.9062100000000001,1356132,33897,39898082,0.15631,191851,0.48299,171769,0.43243000000000004,349426,0.87969,22670,0.05707,0.1239,0.56566,0.1984,SRR3499127
