assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,score,optimal_score,cutoff,SampleName,Run
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.3.2/trinity_MMETSP1402.Trinity.fasta,17404,201,13964,21232676,1219.98828,0,7405,14,11585,73.26252,549,1210,1969,2932,4285,0.60572,0.0087,0.0064,2.59095,0,0.0,0.18615,16975,16975,0.97535,1.08176,13388,0.8531700000000001,11445,0.72935,11320,0.72139,11097,0.70718,10934,0.6967899999999999,10661,0.6793899999999999,0.70149,,,,MMETSP1402,MMETSP1402
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.3.2/trinity_MMETSP0471.Trinity.fasta,61040,201,14989,42905081,702.9010599999999,0,13604,9,26794,90.80554000000001,288,620,1095,1636,2566,0.59023,0.022609999999999998,-0.00436,1.91494,0,0.0,0.13497,59288,59288,0.9713,0.9843299999999999,56162,0.93243,53795,0.89313,53750,0.89238,53609,0.8900399999999999,53494,0.88813,53225,0.8836700000000001,0.8932700000000001,,,,MMETSP0471,MMETSP0471
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.3.2/trinity_MMETSP0041.Trinity.fasta,44625,201,16838,43250690,969.2031400000001,0,16563,20,25109,78.93006,440,971,1410,1960,3208,0.52241,0.008029999999999999,0.01192,2.0194799999999997,0,0.0,0.18204,42809,42809,0.95931,1.0438399999999999,33675,0.8211200000000001,30196,0.73629,30097,0.73388,29831,0.72739,29672,0.72351,29369,0.71612,0.75666,,,,MMETSP0041,MMETSP0041
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.3.2/trinity_MMETSP1349.Trinity.fasta,22144,201,5634,23038813,1040.4088199999999,0,10162,0,11553,56.04965,537,1088,1483,1906,2581,0.3928,0.01093,0.0067599999999999995,1.98222,0,0.0,0.19584000000000001,21775,21775,0.98334,1.02485,18281,0.8604,17039,0.80195,17019,0.80101,16926,0.7966300000000001,16885,0.7947,16807,0.79103,0.82234,,,,MMETSP1349,MMETSP1349
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.3.2/trinity_MMETSP0010.Trinity.fasta,42488,201,16517,54955692,1293.44031,0,21494,33,26293,67.17864,629,1309,1869,2611,4189,0.45661999999999997,0.00678,0.00375,1.9639900000000001,0,0.0,0.22371,41559,41559,0.97814,0.9581299999999999,36016,0.83034,32332,0.74541,32126,0.74066,31678,0.73033,31361,0.72302,30929,0.71306,0.73924,,,,MMETSP0010,MMETSP0010
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.3.2/trinity_MMETSP0436.Trinity.fasta,34091,201,8600,28267042,829.16435,0,10042,0,6435,39.624359999999996,345,805,1275,1802,2798,0.51222,0.0020800000000000003,0.026189999999999998,2.14127,0,0.0,0.1603,33548,33548,0.9840700000000001,0.98924,31551,0.93035,30437,0.8975,30427,0.8972100000000001,30383,0.89591,30349,0.89491,30286,0.89305,0.8996700000000001,,,,MMETSP0436,MMETSP0436
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.3.2/trinity_MMETSP1328.Trinity.fasta,29141,201,29996,28612594,981.86727,0,8798,87,16913,83.03658,413,898,1446,2565,5861,0.60906,0.00443,0.00248,2.46183,0,0.0,0.16379000000000002,28724,28724,0.98569,1.03157,25483,0.91517,24085,0.8649700000000001,24028,0.86292,23916,0.8589,23848,0.85646,23727,0.85211,0.8406799999999999,,,,MMETSP1328,MMETSP1328
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.3.2/trinity_MMETSP1355.Trinity.fasta,41289,201,40227,29312164,709.92671,0,7926,44,18395,88.85879,295,595,1035,1688,3611,0.6319100000000001,0.024069999999999998,0.016640000000000002,1.8771400000000003,0,0.0,0.12603,40133,40133,0.972,1.03019,35837,0.91991,33665,0.86416,33620,0.863,33459,0.85887,33353,0.85615,33104,0.8497600000000001,0.83099,,,,MMETSP1355,MMETSP1355
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.3.2/trinity_MMETSP0802.Trinity.fasta,14532,201,20803,26725589,1839.0854,0,9467,46,11691,75.9687,977,1829,2633,3701,5784,0.5999399999999999,0.00187,0.00207,2.40613,0,0.0,0.27376,3147,3147,0.21656,1.05216,2367,0.79137,2011,0.67235,1996,0.6673399999999999,1983,0.66299,1975,0.6603100000000001,1961,0.65563,0.7191,,,,MMETSP0802,MMETSP0802
/mnt/home/ljcohen/mmetsp_assemblies_trinity2.3.2/trinity_MMETSP0988.Trinity.fasta,73781,201,21521,48468380,656.92224,0,12803,43,29964,87.06473000000001,283,534,929,1498,2904,0.62669,0.01924,0.01243,2.04268,0,0.0,0.12022999999999999,71415,71415,0.96793,0.98656,65233,0.9011600000000001,58682,0.81066,58536,0.8086399999999999,57986,0.80104,57563,0.7952,56483,0.78028,0.79322,,,,MMETSP0988,MMETSP0988
