Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1300247,22-Jul-15,25-Jul-15,37802928,3780292800,37802928,100,2675,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300247,SRX554055,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621341,SAMN02740162,simple,100272,uncultured eukaryote,MMETSP0991,,,,,,,no,,,,,NCGR,SRA167331,,public,FCF4622A992C2CFDEFCD552D539A61D5,C792F6A5781786E8D27210390EB6FC01
SRR1300248,22-Jul-15,25-Jul-15,29821828,2982182800,29821828,100,1930,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300248,SRX554056,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621342,SAMN02740210,simple,1486918,Ostreococcus mediterraneus,MMETSP0930,,,,,,,no,,,,,NCGR,SRA167331,,public,0530D95DDECEC2250582A893290BEE38,F4D01503446352CB4A6CD0FC359C09EB
SRR1300249,22-Jul-15,25-Jul-15,27255407,2725540700,27255407,100,1760,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300249,SRX554057,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621344,SAMN02740306,simple,1486918,Ostreococcus mediterraneus,MMETSP0932,,,,,,,no,,,,,NCGR,SRA167331,,public,938B498489CB8FA5A139EF50D9DD4421,23D328CC4BF02AD5E242531D1F10A141
SRR1300250,22-Jul-15,25-Jul-15,27288248,2728824800,27288248,100,1754,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300250,SRX554058,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621343,SAMN02740307,simple,41875,Bathycoccus prasinos,MMETSP0933,,,,,,,no,,,,,NCGR,SRA167331,,public,76AB4A15BFDBBE86D931B3B4AC12C14D,347E6CB0D0299ADA2072DE7ED8F3B776
SRR1300251,22-Jul-15,25-Jul-15,28940482,2894048200,28940482,100,1846,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300251,SRX554059,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621345,SAMN02740308,simple,1486918,Ostreococcus mediterraneus,MMETSP0936,,,,,,,no,,,,,NCGR,SRA167331,,public,FDC3FD0C8CD30ECDDF64D505C3C6BF6C,51771F79639AE5AC6028F54897AE2F4C
SRR1300252,22-Jul-15,25-Jul-15,25147103,2514710300,25147103,100,1606,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300252,SRX554060,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621346,SAMN02740309,simple,1486918,Ostreococcus mediterraneus,MMETSP0937,,,,,,,no,,,,,NCGR,SRA167331,,public,AA96B5ECA760440294A57206E29D9E6D,A493FD59AE7E2E37B9FD79CD2745534F
SRR1300253,22-Jul-15,25-Jul-15,27277118,2727711800,27277118,100,1738,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300253,SRX554061,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621347,SAMN02740298,simple,1486918,Ostreococcus mediterraneus,MMETSP0938,,,,,,,no,,,,,NCGR,SRA167331,,public,E8B16428952E78C6BE0E7555C88CAB4D,FD2E98298C0CA459631F26ECBCAA36EE
SRR1300254,22-Jul-15,25-Jul-15,31315501,3131550100,31315501,100,2015,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300254,SRX554062,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621348,SAMN02740299,simple,242159,Ostreococcus lucimarinus,MMETSP0939,,,,,,,no,,,,,NCGR,SRA167331,,public,7B8BD950135D8D437E579C3B0EDE8BAF,9F6B1389E8328A1A8ADD1C4CD8AC1A58
SRR1300255,22-Jul-15,25-Jul-15,32992101,3299210100,32992101,100,2051,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300255,SRX554063,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621349,SAMN02740535,simple,160621,Lingulodinium polyedrum,MMETSP1032,,,,,,,no,,,,,NCGR,SRA167331,,public,27D07F6489514F8B3D77E41F8F811CF9,E3380983327EE7F6CEFAE7431087F52A
SRR1300256,22-Jul-15,25-Jul-15,34681933,3468193300,34681933,100,2153,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300256,SRX554064,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS621350,SAMN02740536,simple,160621,Lingulodinium polyedrum,MMETSP1033,,,,,,,no,,,,,NCGR,SRA167331,,public,B8CA3F519801F3251797A1AC5EBD4580,BD209D2D13AC3CD4A577CC46FCEDE957
