Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1294446,22-Jul-15,21-May-14,2770217,277021700,2770217,100,127,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294446,SRX549060,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS616882,SAMN02740401,simple,426623,Chaetoceros affinis,MMETSP0088,,,,,,,no,,,,,NCGR,SRA166613,,public,36025895834E715D5FCE59A3A8CAC244,1715B361E5C9DA7EE9D7B452EB8F05ED
SRR1294447,22-Jul-15,21-May-14,2795278,279527800,2795278,100,129,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294447,SRX549061,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS616882,SAMN02740401,simple,426623,Chaetoceros affinis,MMETSP0088,,,,,,,no,,,,,NCGR,SRA166613,,public,D22254C2D8112A91B1CF0E77E0DD4E69,E0B58855A64EEA1039F0499013A63279
SRR1294448,22-Jul-15,21-May-14,2755709,275570900,2755709,100,132,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294448,SRX549062,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS616882,SAMN02740401,simple,426623,Chaetoceros affinis,MMETSP0088,,,,,,,no,,,,,NCGR,SRA166613,,public,C609D7B3332E4D79BCFBAA2150EA7F80,124A594C9CE041B71E1C06112189B7BB
SRR1294449,22-Jul-15,21-May-14,3403412,680682400,3403412,200,418,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294449,SRX549063,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616883,SAMN02740404,simple,426623,Chaetoceros affinis,MMETSP0092,,,,,,,no,,,,,NCGR,SRA166613,,public,32FE9EA6292147027D8796B14634187F,E8A7D3D0A96382925F2404006DB6CFDD
SRR1294450,22-Jul-15,21-May-14,2772859,277285900,2772859,100,134,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294450,SRX549064,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS616883,SAMN02740404,simple,426623,Chaetoceros affinis,MMETSP0092,,,,,,,no,,,,,NCGR,SRA166613,,public,0CF4E145CA288B63EA34F8A0995204E7,E025715EDD1D186EA9C349A451AE6435
SRR1294451,22-Jul-15,21-May-14,2743072,274307200,2743072,100,130,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294451,SRX549065,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS616883,SAMN02740404,simple,426623,Chaetoceros affinis,MMETSP0092,,,,,,,no,,,,,NCGR,SRA166613,,public,451150CFD6A1FA16A1CE37F8AB738143,BC9B36B45CD8F524CC7091B8516B4B06
SRR1294452,22-Jul-15,21-May-14,2786545,278654500,2786545,100,129,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294452,SRX549066,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS616883,SAMN02740404,simple,426623,Chaetoceros affinis,MMETSP0092,,,,,,,no,,,,,NCGR,SRA166613,,public,12B88522BF6801A1F67339BA4051FE7A,13000B065ACD62F15EF5CC4F13F3A798
SRR1294453,22-Jul-15,21-May-14,2845946,284594600,2845946,100,132,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294453,SRX549067,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS616883,SAMN02740404,simple,426623,Chaetoceros affinis,MMETSP0092,,,,,,,no,,,,,NCGR,SRA166613,,public,16220A787967F8357F6C0C632F9C1D5E,BE94EE88AFE4B1C0B9F0A9339D607FC0
SRR1294454,22-Jul-15,21-May-14,7294376,1458875200,7294376,200,897,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294454,SRX549068,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616884,SAMN02740489,simple,230516,Chaetoceros curvisetus,MMETSP0717,,,,,,,no,,,,,NCGR,SRA166613,,public,7BC0C3799F5D9725BC4CEF34772B8D01,514E6F3BC5FEE9085E35E079F22FDD44
SRR1294455,22-Jul-15,21-May-14,3374640,337464000,3374640,100,153,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294455,SRX549069,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS616884,SAMN02740489,simple,230516,Chaetoceros curvisetus,MMETSP0717,,,,,,,no,,,,,NCGR,SRA166613,,public,4BA150BD70031922716643BA8ADC467E,48BAFFF30A64D66027435FAEC5F479D1
